wine_id,wine_name,wine_year,wine_type,wine_price,Beschreibung,wine_alcohol,wine_tastes,wine_country
244,SONNENHOF Grande Réserve,2012,white,15.95,"Treffen der Winzer Michael Mattmüller und die Rebsorte Grauburgunder zusammen -  und das tun sie auf dem Weingut Sonnenhof ziemlich häufig - dann entstehen prachtvolle Burgunderweine, und das in vielen Schattierungen. Und wenn ein eher bodenständiger Mann wie er, einen seiner Grauburgunder Grande Réserve nennt, dann ist was im Busch. Oder sagen wir lieber: im Holzfass, dort reifte dieser Spitzenwein nämlich. Und das ist nicht ohne Folgen geblieben. Sattes Goldgelb prägt die Farbe. Das reichhaltige Bouquet duftet nach reifen gelben Früchten, roten Birnen, florale Noten und Nuance vom Ausbau im Fass wir Toast und Vanille. Am Gaumen fällt einem zuerst der uralte Begriff von ""Ein Maul voll Wein"" ein, so füllt dieser Grande Réserve den Mund aus. Tolle Struktur, unglaublich viel Substanz, große Fruchtdichte und glänzend eingebautes Holz geben sich ein Stelldichein, der Nachhall brillant mit enormer Länge. Das ist Grauburgunder de luxe, kunstvoll in Szene gesetzt von einem wahren Pinot-Flüsterer!",14.42%,körperreich&vollmundig,Deutschland
245,SCHARZHOFBERGER Riesling Spätlese,2009,white,16.5,"Scharzhofberg... Bei diesem Namen läuft Riesling-Fans das Herz über. Denn diese Weltklasse-Lage bringt unnachahmliche, filigrane und langlebige Rieslinge hervor wie kaum eine zweite. Die Scharzhofberger Spätlese der Vereinigten Hospitien zieht einen schon mit seinem facettenreichen Bouquet in den Bann: mit Düften gelber Früchte wie Aprikosen, Mirabellen und Pfirsich, leichten Zitrusnoten und würzig-mineralischen Aspekten. Im Nachhall überzeugt dieses önologische Kunstwerk mit lebendiger Weinsäure, genial verbauter Fruchtsüße und seiner feinfruchtig-vielschichtigen Aromatik. ",8.40%,körperreich&vollmundig,Deutschland
246,GEIL Riesling Rosengarten,2017,white,18.5,"Es ist die Königsdisziplin eines jeden Winzers: Die Charakteristik seiner besten Lagen auszuarbeiten und damit dem Wein einen einzigartigen Stil zu verleihen. Beim Rosengarten gelang dies nur mit jeder Menge Handarbeit, wurden doch nur hochreife goldgelbe Riesling-Trauben von alten Rebstöcken einzeln handselektiert. Das Ergebnis ist ein herrlich funkelnder, würzig-kräftiger Wein, dessen vielfältiges Bouquet mit reifem Pfirsich, Aprikosen, Kräutern, Akazienhonig und leichter Mineralität, ebenso beeindruckt wie die dichte, komplexe und spannungsgeladene Struktur und der tiefe, unglaublich lange Nachhall. Rheinhessen-Riesling at its best. ",13.13%,aromatisch&fruchtbetont,Deutschland
247,KÜNSTLER Riesling 1648,2018,white,19.8,"Das Weingut Künstler ist eines der renommiertesten und meist gelobten Deutschlands, so vergibt der Falstaff Weinguide 2020 mit 5/5 Sternen die Höchstwertung, die für ein Weingut steht, „das immer außergewöhnliche Qualität erzeugt,“ und „zu den besten der Welt zählt“. In der Tat, auch dieser Riesling - eine Hommage an die Geschichte der Familie Künstler - ist einfach brillant und lädt schon mit seiner gelbgrünen Robe ein. Das vielgestaltige Bouquet duftet nach satten Fruchtnoten wie grüner Birne, reifem, rotem Apfel und gelbem Steinobst, dazu kommen würzige Noten (Kräuter) und ein feiner, mineralischer Oberton. Am Gaumen mit jener unwiderstehlichen Melange aus saftiger Frische, kerniger Weinsäure, fester Struktur und tiefer Frucht, die nur ein Rheingauer Spitzenriesling zu bieten hat, im Nachhall dominieren wieder mineralische Aspekte. Auch hier gilt: Wo Künstler draufsteht, ist auch Künstler drin.  ",11.86%,körperreich&vollmundig,Deutschland
248,BECKER Grauburgunder Tradition,2010,white,19.9,"Ein großer Grauburgunder mit rosa Touch? Gar nicht so ungewöhnlich, gibt die rote Schale der Rebsorte, durchaus Farbe ab, wird sie entsprechend gekeltert. Eine Tradition, die man auch in der Venezianischen Republik kannte, wo der Pinot Grigio Ramato (dt. Kupferfarben) herstammt. Doch schielt Beckers Grauburgunder eher nach Frankreich mit seinem komplexen Bouquet nach hellroten Gartenfrüchten, Quitten, Birnen und einem genialen Hauch Eichenholz. Am Gaumen ungemein saftig, zupackend, mit profunder Struktur und eindrucksvoller Länge, ohne dabei die Frische aus den Augen zu verlieren. Das ist Grauburgunder vom Feinsten auf unschlagbarem Becker-Niveau!   ",13.31%,körperreich&vollmundig,Deutschland
249,"TABERNUS Beerenauslese 0,375 Liter",2015,white,11.4,"Manchmal muss es eben eine Beerenauslese sein! Denn nur diese handgefertigte Spezialität einer extrem späten Lese, versteht es verführerische Fruchtsüße mit genügend Weinsäure zu kombinieren, damit ein ausgewogenes Ganzes entsteht. Die Villa Tabernus Beerenauslese macht da keine Ausnahme. Mit einladenden Goldgelb fließt sie ins Glas. Das expressive Bouquet mit Lindenblütenhonig, Blumengarten, tropischen Früchten und Orangenschale ist wahres ""Nasenkino"". Am Gaumen noch jung, hier trifft satte Frucht auf tiefgründige Struktur, sämiger Fruchtschmelz auf üppige Aromatik. Kann noch viele Jahre reifen, wenn man denn der Verführungskraft dieser Beerenauslese widerstehen kann.  ",12.14%,körperreich&vollmundig,Deutschland
250,KÜNSTLER Terroir Blanc,2014,white,26,"Ein Riesling mit einer ganz besonderen Geschichte! Denn er stammt von einem außergewöhnlichem Terroir, das vom weißen Kalkmergel (Terroir Blanc) geprägt ist. Und wer, wenn nicht Gunter Künstler wüsste diese geologische Besonderheit für einen exquisiten Riesling zu nutzen, der sofort begeistert. Fließt mit einem hellen Grüngelb ins Glas. Das Duft-Panorama ist eines Künstler-Rieslings würdig mit klassischen Pfirsich-Aromen, dazu getrocknete Aprikosen, gelber Apfel und grüne Birne, alles auf einem phantastisch gebauten mineralischen Grund, der für Kühle und Frische sorgt. Der Aromenspiegel findet sich mit auffallender Deckungsgleichheit auch am Gaumen wieder, der Wein zeigt eine großartige Struktur, tiefgründig, lang, würzig, saftig und mit einem Finale, das ein köstliches Spiel von feinziselierter Weinsäure und spürbarer Kalkmergel-Mineralität zeigt. Großes Riesling-Kino, Chapeau!",12.25%,körperreich&vollmundig,Deutschland
251,KÜNSTLER Pfandloch,2015,white,26.9,"Ein Riesling von Gunter Künstler ist immer ein Erlebnis, hier bringt der Rheingauer Spitzenwinzer einen Wein auf die Flasche, der aus der kleinen Parzelle Pfandloch in der Lage Reichestal stammt. Brillantes Grüngelb in der Farbe. Das sortentypische Bouquet duftet nach Aprikosen, Pfirsich, floralen Noten und einem Hauch Kräutern, alles auf einem kühlen, mineralischen Grund. Am Gaumen rassig, fruchtig, frisch, mit exzellenter Balance zwischen Extrakt und stahliger Weinsäure, der Nachhall komplex, lang und herausfordernd. Hier ist noch viel Luft nach oben, der Wein wird durch längere Reife profitieren. ",11.97%,körperreich&vollmundig,Deutschland
252,GRANS-FASSIAN Laurentiuslay GG,2017,white,28.9,"Der als Große Lage qualifizierte Leiwener Laurentiuslay ist sicher einer der beeindruckendsten Mosel-Weinberge, wo bis zu 70 % Hangneigung nur pingelige Handarbeit zulässt und teilweise uralte Rebstöcke tief in die grauen Schieferböden gewachsen sind. Und so imposant die Lage, so fantastisch sind auch die Weine, die sie hervorbringt. Allen voran, stammt er von einem Weingut wie Grans-Fassian. Den Anfang einer köstlichen Reise markiert ein helles gelbgrün, dem ein hoch differenziertes Bouquet nach Zitrusfrüchten, saftigen Nektarinen, nassem Schieferstein und leicht floralen Noten folgt. Am Gaumen puristisch, elegant, saftige Fülle trifft auf fein tarierte Weinsäure und mineralischem Unterton, das Finale mit markanter Länge. Ein Spitzen-Riesling, nahe der Perfektion. ",13.04%,körperreich&vollmundig,Deutschland
253,PRINZ Jungfer,2007,white,34,"""Die Formkurve dieses beständigen Ökobetriebes zeigt auch in diesem Jahr weiter nach oben"", stellt der renommierte Weinführer Gault&Millau fest und bestätigt dabei, was Kenner der Szene schon lange für eine ausgemachte Sache halten: Fred Prinz ist der aufgehende Stern unter den Top-Riesling-Erzeugern im Rheingau. Einer seiner ikonischen Weine ist das Großes Gewächs 'Hallgartener Jungfer‘. Und das greift mit der aktuellen Edition nach den Sternen, Sattes gelbgold in der Farbe. Das expressive Bouquet zeigt einerseits Früchte wie Mango, reife Aprikosen, Zitrusfrüchte und roten Apfel, auf der anderen Seite Kräuter und saline Noten. Am Gaumen mit laserstrahliger Präzision: kerngesunde Weinsäure, dichte, stahlige Struktur, tiefer Fruchtkern und rassige Mineralität treffen aufeinander. Im Nachhall sehr vielgestaltig, komplex, lang. Ein Riesling fürs Poesiealbum. ",13.27%,körperreich&vollmundig,Deutschland
254,"GRANS Trittenheimer Apotheke 0,375 L",2017,white,17.9,"Die Weine der Lage Trittenheimer Apotheke zeichnen sich durch ihr filigranes Wesen und kraftvolle Eleganz aus. Animierend und saftig, mit dem Duft heller Blüten, süßem Weinbergspfirsich und Wiesenkräuter. Im Mund dann saftig-süße Frucht mit zarter, feinherber Mineralik und beeindruckendem Nachhall. Klassisches Erlebnis! ",8.86%,aromatisch&fruchtbetont,Deutschland
255,TABERNUS Blanc de Noirs,2016,white,6.95,"Die Grenzen zwischen Blanc de Noirs und Rosé sind fließend. Hier zaubert die Villa Tabernus eine überaus köstliche Version aus dem Hut. Mit einem einladenden Pink startet der Wein-Genuss, das fruchtig-florale Bouquet duftet nach Himbeere, Erdbeere, Melone und Frühlingswiese. Am Gaumen zeigt sich eine gezügelte Weinsäure, eine saftig-köstliche Struktur und eine feine Fruchtsüße, die den Wein sehr harmonisch gestaltet. Ein Everybody's Darling, der gut gekühlt getrunken werden will.",12.38%,zartfruchtig&frisch,Deutschland
256,MATHILDE Weißburgunder,2010,white,6.95,"Nach dem spektakulären Erfolg des Grauburgunders, legt Heyl zu Herrnsheim nun einen Weißburgunder mit dem Namen Mathilde auf. Und hier mischt sich finessenreiche Stilistik mit dem jugendlichen Charme eines saftig-fruchtigen Weines, der mit florale Noten, feiner Frucht und saftigem Nachhall zu begeistern weiß.",12.12%,aromatisch&fruchtbetont,Deutschland
257,TABERNUS Riesling-Gewürztraminer,2002,white,6.95,"Es war einmal ein Pfälzer Weinberg. Dort wuchsen in großer Eintracht Gewürztraminer und Riesling zusammen. Und natürlich wurde daraus ein Wein gekeltert, wie sich die Großmutter von Sandra Vogel gerne erinnert. Gemischt bepflanzte Weinberge sind längst passé, doch die schmackhafte Cuvée aus Riesling (70 %) und Gewürztraminer (30 %) feiert hier ein tolles Comeback. Der Grund dafür: ""Beide Rebsorten ergänzen sich gut. Der Riesling sorgt für die Weinsäure und Struktur, der Gewürztraminer fürs Aroma"", so Sandra Vogel. Das Ergebnis gibt ihr recht: kräftiges Grüngelb in der Farbe. Das überaus verführerische Bouquet riecht nach Pfirsich, Aprikosen, aber auch herrlich duftig nach dezenten Muskat- und Rosenaromen. Am Gaumen überraschend frisch, wieder reichlich Frucht zeigend und mit unwiderstehlichem Gaumengefühl und saftigem Nachhall ausgestattet. Der perfekte Sommer-Sonne-Terrassen-Picknick-Wein und eine liebevolle Hommage an Sandra Vogels Oma!  ",12.25%,aromatisch&fruchtbetont,Deutschland
258,GEIL Weißburgunder,2001,white,7.1,"Ganz in der Tradition des 1871 gegründeten Weinguts steht dieser Wein. Denn schon Großvater Georg Geil wusste, dass Weißburgunder zu den besten Rebsorten Deutschlands gehört. Kein Wunder also, dass sie auch für seinen Enkel Johannes Geil-Bierschenk eine Herzensangelegenheit ist.  Mit einem intensiven Duftstrauß nach exotischen Früchten, Aprikose und weißen Blüten, mit großer Ausgewogenheit, dezenter Fruchtsüße und eleganter Weinsäure am Gaumen und dem fruchtig-feinen Finale: So muss Weißburgunder schmecken! ",12.66%,aromatisch&fruchtbetont,Deutschland
259,TABERNUS Chardonnay,2003,white,7.5,"Chardonnay eignet sich wie kaum eine zweite weiße Rebsorte für den Ausbau im Holzfass. Die berühmtesten Versionen dieser Machart finden sich im Burgund und Kalifornien. Davon ließen sich die Winzer von Villa Tabernus inspirieren, insbesondere vom kalifornischen Stil. Und so vereint der Wein eine zarte, aber spübare Fassnote mit dem Duft von reifen Mirabellen, gelben Birnen und Blütenhonig. Am Gaumen mit der typischen Cremigkeit, Fülle und Opulenz, der Nachhall wiederum von der Mischung aus Holz und Frucht geprägt. Günstig, für das, was der Wein bietet.  ",12.51%,körperreich&vollmundig,Deutschland
260,WINTER Bodenständig,2013,white,7.5,"Dass Stefan Winter mit Burgunder-Rebsorten umzugehen weiß, das zeigt der fulminante Erfolg seines Grauburgunders, mit dem er ein wahres Ass im Ärmel hat. Doch mit seinem leuchtend grüngelben Weißburgunder, mit dem typischen Duft-Panorama nach grünen Birnen, roten Äpfeln, Wiesenblüten und einem Hauch frischer Kräuter und dem ausgewogenen, cremigen, aber jederzeit frischfruchtigen Geschmack am Gaumen bringt er eine zweite Karte ins Spiel. Könnte das die Herzdame sein? ",12.45%,aromatisch&fruchtbetont,Deutschland
261,HAACK Scheurebe Alte Reben,2012,white,12.5,"Auf ganz leisen Pfoten hat sich die Scheurebe -  die übrigens 1916 von Rebenzüchter Georg Scheu in Leben gerufen wurde - zu einem heimlichen Held in deutschen Weinbergen entwickelt. Und das aus gutem Grund, denn mit ihrer hellgelben Farbe, dem herrlichen Duft nach Stachelbeeren, Schwarzen Johannisbeeren und Limetten und dem saftigen, mineralischen und knackig-frischen Aufritt am Gaumen wird sie nicht ganz zu Unrecht als deutsche Antwort auf den französischen Sauvignon Blanc gehandelt. Haacks Scheu zeigt besonders deutlich, wieso das so ist. Sehr schön zu Fisch vom Grill und asiatisch inspirierten Rezepten. ",13.26%,aromatisch&fruchtbetont,Deutschland
262,HOFKELLER Riesling Leiste,2010,white,13.95,"Kerniger Riesling aus berühmter Lage. Zeigt exotische Früchte, dazu klassische Noten wie Aprikose und Pfirsich. Ein gelungenes Duft-Potpourri, das sich am Gaumen nahtlos fortsetzt. Der Nachklang fränkisch-kräftig und würzig-frisch.",12.77%,aromatisch&fruchtbetont,Deutschland
263,RAWSON'S RETREAT Chardonnay,2005,white,6.9,"Penfolds gilt zu Recht als Australiens wichtigster Weinerzeuger. Kein anderer Name aus Down Under hat des Bild des dortigen Weinbaus mehr geprägt als dieser. Die Rawson’s Retreat-Weine bieten einen günstigen Einstieg und die mitunter luxuriöse Welt von Penfolds. „Retreat“ bedeutet „Rückzug“ und meint eine Steinhütte, die Dr. Rawson Penfolds im Jahr 1845 seine Familie und sich in Magill in Adelaide baute. Viel Tradition für ein Übersee-Weingut, das gleichwohl einen modernen Chardonnay auf die Flasche bringt und das mit bestem Preis-Qualitäts-Niveau. Im Bouquet zeigen sich Aromen nach Butter und Vanille, aber auch frische Frucht mit Grapefruit und Pfirsich. Am Gaumen cremig, fruchtig und harmonisch, der Nachhall intensiv und lang. Sehr gelungen. ",13.35%,körperreich&vollmundig,Australien
264,PIRRAMIMMA Katunga Chardonnay,2011,white,14.8,"Ein wuchtiger Weißwein mit einer aromatischen Fülle an Düften: das Spektrum reicht von frischer Butter, Toast und Vanille, über Baby-Banane, Maracuja bis hin zu reifem gelbem Kernobst. Am Gaumen setzt sich der Eindruck des Fassausbaus mit Cremigkeit, Fruchtfülle und Kraft fort.",13.22%,körperreich&vollmundig,Australien
265,WINZER KREMS Grüner Veltliner,2002,white,6.9,"Er gehört zu Österreich wie Sissi, Mozartkugel und Wiener Schnitzel: der Grüne Veltliner! Und nehmen sich die Winzer Krems dieses Themas an, dann kann dabei nur ein urtypischer Weißwein entstehen. Wie dieser wunderbarer Veltliner, der schon mit seinem Bouquet nach Pfirsich, weißen Blüten und Holunder überzeugt. Am Gaumen, saftig-frisch und fruchtig-mineralisch, mit dem typischen 'Pfefferl' im Nachklang. Ein Klassiker!",12.56%,zartfruchtig&frisch,Österreich
266,ZIMMERMANN Grüner Veltliner,2007,white,7.4,"Spricht man mit Alois Zimmermann über Grünen Veltliner, dann gerät der gestandene Winzer in Schwärmen: ""Es gibt kaum eine Rebsorte, die einen so typischen Charakter hat wie diese."" In der Tat, sein Grüner Veltliner könnte als Musterexemplar bei einer Verkostung eingereicht werden. Ob die strohgelbe Farbe, die Aromen nach frisch geschnittenen knackigen Äpfeln und Birnen, der würzig-kräftigen Art am Gaumen oder dem fruchtig-pfeffrigen Nachhall. So muss ein Grüner Veltliner sein. Perfekt zum Tafelspitz. ",12.35%,zartfruchtig&frisch,Österreich
267,GÖTTWEIG Grüner Veltliner,2007,white,8.95,"Das Weingut Stift Göttweig schafft mit Bravour den Spagat zwischen jahrhundertealter Tradition und modernem Weinbau. Das hat auch viel mit Fritz Miesbauer zutun. Denn der Top-Önologe besitzt ein goldenes Händchen für die klassischen Rebsorten der Region. Allen voran sein göttlich guter Veltliner, der mit einer hellgelben Farbe ins Glas fließt. Das herrliche Bouquet mit grüner Birne, Zitrusfrüchten und dem klassischen Pfefferl-Aroma begeistert. Am Gaumen stoffig, feinwürzig und strukturiert: Frucht und Weinsäure zeigen sich in seltener Harmonie, der Nachklang mit großer Finesse. Natürlich passt dieser Wein perfekt zu einem Wiener Schnitzel, aber auch zu Salaten, Süßwasserfischen und zu Tafelspitz kann man diesen Veltliner servieren. ",12.10%,zartfruchtig&frisch,Österreich
